Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price,Random Numeric,Feature 1,Random Text Feature 2,Irrelevant Category Feature 3
,,,,,,,,,,,,,,
Siemens,Model-4060,450.0,5 Star,Top Freezer,Yes,Silver,Steel,2 Years,China,675.0,37.0,Yes,Alpha,CatC
Bosch,Model-4061,250.0,4 Star,Top Freezer,Yes,White,Aluminium,1 Year,USA,1508.0,29.0,No,Beta,CatC
,,,,,,,,,,,,,,
LG,Model-4063,300.0,3 Star,Side by Side,No,Blue,Aluminium,2 Years,China,795.0,51.0,Yes,Delta,CatA
Samsung,Model-4064,500.0,5 Star,Side by Side,No,Silver,Plastic,2 Years,China,1083.0,99.0,No,Alpha,CatB
LG,Model-4065,300.0,4 Star,Side by Side,Yes,White,Aluminium,3 Years,China,946.0,70.0,No,Gamma,CatA
LG,Model-4066,300.0,4 Star,Bottom Freezer,No,White,Plastic,1 Year,Korea,317.0,57.0,Yes,Delta,CatA
Whirlpool,Model-4067,500.0,4 Star,Side by Side,No,Silver,Plastic,1 Year,Korea,1446.0,88.0,Yes,Alpha,CatA
Whirlpool,Model-4068,400.0,3 Star,Top Freezer,No,Blue,Plastic,3 Years,Germany,382.0,88.0,Yes,Alpha,CatB
Bosch,Model-4069,300.0,5 Star,Bottom Freezer,Yes,Black,Aluminium,2 Years,Germany,303.0,2.0,Yes,Delta,CatC
Siemens,Model-4070,350.0,3 Star,French Door,Yes,Red,Steel,1 Year,Korea,1135.0,39.0,No,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-4074,400.0,5 Star,Bottom Freezer,No,White,Aluminium,1 Year,USA,1903.0,50.0,Yes,Delta,CatA
Samsung,Model-4075,250.0,5 Star,Bottom Freezer,Yes,Red,Plastic,3 Years,Korea,678.0,9.0,No,Beta,CatA
Siemens,Model-4076,350.0,4 Star,Side by Side,Yes,Red,Steel,3 Years,USA,590.0,34.0,No,Beta,CatC
Siemens,Model-4077,300.0,5 Star,French Door,No,White,Steel,1 Year,China,1187.0,45.0,No,Beta,CatA
Whirlpool,Model-4078,450.0,5 Star,French Door,No,Black,Aluminium,3 Years,China,1877.0,33.0,Yes,Delta,CatA
Siemens,Model-4079,400.0,5 Star,French Door,No,Blue,Aluminium,1 Year,USA,1252.0,46.0,No,Alpha,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-4082,500.0,4 Star,Bottom Freezer,No,Black,Plastic,2 Years,Korea,475.0,85.0,No,Delta,CatA
Whirlpool,Model-4083,250.0,3 Star,Side by Side,No,Black,Aluminium,1 Year,China,779.0,17.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
Bosch,Model-4085,300.0,5 Star,Bottom Freezer,No,Black,Steel,2 Years,Korea,659.0,92.0,Yes,Alpha,CatB
Siemens,Model-4086,500.0,5 Star,Side by Side,Yes,Black,Steel,3 Years,China,459.0,88.0,Yes,Alpha,CatA
,,,,,,,,,,,,,,
Samsung,Model-4088,500.0,5 Star,Top Freezer,No,Blue,Steel,2 Years,Korea,785.0,67.0,No,Gamma,CatB
Samsung,Model-4089,500.0,4 Star,Bottom Freezer,Yes,Blue,Plastic,3 Years,Korea,1900.0,42.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-4091,450.0,4 Star,French Door,Yes,Red,Aluminium,2 Years,China,1058.0,43.0,Yes,Delta,CatC
,,,,,,,,,,,,,,
Siemens,Model-4093,300.0,3 Star,French Door,No,Red,Aluminium,2 Years,Korea,1941.0,45.0,Yes,Beta,CatA
Bosch,Model-4094,450.0,5 Star,Side by Side,Yes,Blue,Plastic,2 Years,USA,1036.0,53.0,No,Alpha,CatB
Bosch,Model-4095,450.0,4 Star,Bottom Freezer,Yes,Black,Plastic,3 Years,China,1792.0,37.0,Yes,Alpha,CatB
Siemens,Model-4096,450.0,3 Star,Top Freezer,Yes,White,Plastic,2 Years,Korea,1099.0,90.0,No,Delta,CatA
Siemens,Model-4097,350.0,3 Star,French Door,No,Red,Steel,2 Years,USA,733.0,38.0,No,Delta,CatA
,,,,,,,,,,,,,,
Siemens,Model-4099,500.0,5 Star,Side by Side,Yes,Blue,Steel,2 Years,China,1083.0,89.0,No,Alpha,CatA
Samsung,Model-4100,350.0,3 Star,Top Freezer,No,Red,Plastic,1 Year,USA,1419.0,37.0,Yes,Alpha,CatA
LG,Model-4101,500.0,3 Star,Side by Side,No,Blue,Plastic,2 Years,China,1419.0,94.0,Yes,Beta,CatC
Siemens,Model-4102,300.0,3 Star,Top Freezer,No,Red,Plastic,2 Years,Germany,708.0,61.0,Yes,Gamma,CatB
Bosch,Model-4103,300.0,4 Star,Bottom Freezer,No,Blue,Steel,2 Years,USA,534.0,79.0,Yes,Beta,CatC
Samsung,Model-4104,500.0,5 Star,French Door,No,Red,Aluminium,1 Year,USA,921.0,11.0,No,Gamma,CatA
Whirlpool,Model-4105,300.0,5 Star,Side by Side,Yes,Silver,Plastic,3 Years,Germany,1133.0,95.0,No,Delta,CatA
Siemens,Model-4106,300.0,5 Star,French Door,No,White,Steel,2 Years,USA,1450.0,42.0,Yes,Delta,CatB
Siemens,Model-4107,500.0,4 Star,Top Freezer,No,Red,Aluminium,3 Years,Germany,1187.0,94.0,No,Delta,CatB
Samsung,Model-4108,300.0,3 Star,Bottom Freezer,Yes,White,Steel,3 Years,Germany,1992.0,31.0,Yes,Delta,CatB
Siemens,Model-4109,350.0,4 Star,French Door,Yes,Black,Steel,1 Year,USA,607.0,11.0,Yes,Gamma,CatC
Samsung,Model-4110,250.0,3 Star,Side by Side,Yes,Silver,Plastic,1 Year,Korea,1288.0,82.0,Yes,Beta,CatB
Siemens,Model-4111,350.0,4 Star,Top Freezer,No,White,Steel,2 Years,Germany,1585.0,85.0,Yes,Alpha,CatC
,,,,,,,,,,,,,,
Siemens,Model-4113,400.0,3 Star,Bottom Freezer,Yes,Silver,Plastic,1 Year,Korea,1639.0,89.0,No,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-4116,400.0,3 Star,Side by Side,No,Silver,Steel,2 Years,USA,1794.0,11.0,No,Alpha,CatA
Whirlpool,Model-4117,300.0,4 Star,Side by Side,Yes,Blue,Plastic,2 Years,Korea,657.0,34.0,Yes,Alpha,CatC
Siemens,Model-4118,500.0,5 Star,Bottom Freezer,Yes,Blue,Steel,3 Years,USA,1686.0,23.0,Yes,Gamma,CatB
Bosch,Model-4119,300.0,3 Star,French Door,Yes,Black,Steel,2 Years,China,1243.0,69.0,Yes,Alpha,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-4122,350.0,4 Star,Top Freezer,Yes,Silver,Steel,2 Years,Korea,901.0,80.0,Yes,Beta,CatB
Samsung,Model-4123,350.0,5 Star,Top Freezer,No,Blue,Aluminium,2 Years,China,575.0,1.0,No,Delta,CatA
Bosch,Model-4124,450.0,4 Star,Top Freezer,No,Silver,Aluminium,3 Years,China,1029.0,31.0,Yes,Beta,CatC
Whirlpool,Model-4125,250.0,5 Star,Side by Side,No,Silver,Aluminium,2 Years,Germany,1093.0,74.0,No,Alpha,CatC
Siemens,Model-4126,250.0,4 Star,Side by Side,No,Red,Plastic,1 Year,Korea,948.0,56.0,Yes,Gamma,CatC
Samsung,Model-4127,450.0,5 Star,Bottom Freezer,Yes,Blue,Steel,1 Year,China,1954.0,11.0,Yes,Delta,CatA
Whirlpool,Model-4128,350.0,5 Star,Side by Side,Yes,Silver,Steel,2 Years,Korea,1825.0,90.0,No,Delta,CatC
Bosch,Model-4129,500.0,5 Star,French Door,No,Blue,Plastic,1 Year,China,1138.0,91.0,No,Beta,CatB
Siemens,Model-4130,500.0,4 Star,Side by Side,Yes,Black,Plastic,3 Years,Korea,1753.0,50.0,No,Alpha,CatA
LG,Model-4131,500.0,4 Star,Bottom Freezer,Yes,Red,Plastic,1 Year,Germany,1139.0,84.0,Yes,Alpha,CatC
Samsung,Model-4132,250.0,4 Star,Top Freezer,No,White,Aluminium,2 Years,China,1066.0,8.0,Yes,Gamma,CatC
Whirlpool,Model-4133,500.0,3 Star,Bottom Freezer,Yes,Silver,Steel,2 Years,Korea,700.0,53.0,No,Delta,CatC
Whirlpool,Model-4134,350.0,3 Star,French Door,No,White,Plastic,1 Year,Germany,1127.0,33.0,Yes,Delta,CatC
Siemens,Model-4135,500.0,4 Star,French Door,No,Blue,Plastic,3 Years,Korea,1431.0,74.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Bosch,Model-4137,350.0,5 Star,French Door,No,White,Aluminium,3 Years,Germany,1578.0,80.0,No,Alpha,CatA
Bosch,Model-4138,400.0,4 Star,French Door,Yes,Silver,Aluminium,3 Years,USA,743.0,63.0,No,Beta,CatB
Whirlpool,Model-4139,500.0,4 Star,Side by Side,No,Blue,Aluminium,2 Years,Germany,1879.0,24.0,Yes,Gamma,CatB
Siemens,Model-4140,350.0,4 Star,Top Freezer,No,Black,Plastic,3 Years,Korea,716.0,66.0,No,Beta,CatB
LG,Model-4141,400.0,4 Star,French Door,Yes,White,Steel,1 Year,USA,1649.0,30.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Bosch,Model-4143,300.0,4 Star,Bottom Freezer,No,Blue,Aluminium,2 Years,USA,320.0,86.0,No,Beta,CatC
Whirlpool,Model-4144,350.0,3 Star,Side by Side,No,White,Steel,1 Year,China,448.0,86.0,No,Delta,CatA
Samsung,Model-4145,300.0,3 Star,Top Freezer,No,White,Steel,1 Year,China,312.0,74.0,Yes,Delta,CatB
Whirlpool,Model-4146,250.0,5 Star,Bottom Freezer,No,Red,Aluminium,1 Year,Germany,605.0,36.0,No,Gamma,CatB
Bosch,Model-4147,450.0,4 Star,French Door,No,Blue,Aluminium,1 Year,USA,372.0,40.0,Yes,Alpha,CatA
Bosch,Model-4148,400.0,3 Star,Bottom Freezer,Yes,Silver,Aluminium,1 Year,China,725.0,1.0,Yes,Beta,CatB
Bosch,Model-4149,400.0,5 Star,French Door,No,Red,Aluminium,1 Year,USA,1261.0,83.0,No,Beta,CatA
Whirlpool,Model-4150,250.0,3 Star,Top Freezer,Yes,White,Steel,1 Year,Germany,1298.0,54.0,Yes,Gamma,CatA
LG,Model-4151,450.0,4 Star,Side by Side,Yes,Red,Aluminium,2 Years,USA,708.0,83.0,Yes,Delta,CatA
Bosch,Model-4152,350.0,4 Star,Top Freezer,Yes,Blue,Steel,1 Year,China,828.0,14.0,No,Gamma,CatC
Bosch,Model-4153,500.0,4 Star,Top Freezer,Yes,White,Plastic,1 Year,USA,684.0,76.0,Yes,Beta,CatB
Whirlpool,Model-4154,400.0,4 Star,Top Freezer,No,Silver,Aluminium,3 Years,Germany,1582.0,91.0,No,Beta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-4156,500.0,5 Star,Bottom Freezer,No,Black,Plastic,3 Years,USA,604.0,71.0,Yes,Beta,CatC
Whirlpool,Model-4157,400.0,5 Star,Side by Side,No,Red,Aluminium,3 Years,USA,1922.0,32.0,No,Beta,CatA
,,,,,,,,,,,,,,
Siemens,Model-4159,400.0,3 Star,French Door,No,Red,Plastic,1 Year,Germany,367.0,96.0,Yes,Gamma,CatC
Samsung,Model-4160,500.0,3 Star,Top Freezer,No,Black,Plastic,3 Years,Germany,1848.0,33.0,No,Beta,CatC
Samsung,Model-4161,400.0,4 Star,French Door,Yes,Red,Steel,3 Years,China,1342.0,63.0,No,Beta,CatC
LG,Model-4162,400.0,3 Star,French Door,Yes,White,Aluminium,2 Years,China,1520.0,3.0,No,Delta,CatA
,,,,,,,,,,,,,,
Bosch,Model-4164,500.0,3 Star,Side by Side,No,Red,Steel,1 Year,USA,1733.0,69.0,No,Delta,CatC
Samsung,Model-4165,250.0,4 Star,Bottom Freezer,No,Blue,Aluminium,2 Years,Korea,950.0,18.0,No,Delta,CatA
Whirlpool,Model-4166,350.0,5 Star,Top Freezer,Yes,Blue,Steel,1 Year,USA,658.0,39.0,No,Alpha,CatB
Samsung,Model-4167,250.0,4 Star,Bottom Freezer,No,Silver,Plastic,1 Year,Korea,940.0,33.0,Yes,Beta,CatA
Siemens,Model-4168,250.0,5 Star,Bottom Freezer,Yes,Silver,Plastic,1 Year,Korea,595.0,50.0,No,Alpha,CatB
LG,Model-4169,450.0,3 Star,Side by Side,Yes,Blue,Plastic,3 Years,China,1257.0,27.0,No,Gamma,CatB
Siemens,Model-4170,400.0,4 Star,Top Freezer,Yes,White,Plastic,2 Years,USA,1621.0,2.0,No,Beta,CatA
LG,Model-4171,400.0,3 Star,Bottom Freezer,No,Silver,Aluminium,3 Years,Korea,1943.0,15.0,Yes,Gamma,CatA
Whirlpool,Model-4172,250.0,5 Star,French Door,No,Red,Plastic,1 Year,China,887.0,66.0,Yes,Beta,CatB
Bosch,Model-4173,450.0,5 Star,Side by Side,Yes,White,Plastic,1 Year,Korea,646.0,55.0,Yes,Gamma,CatA
Bosch,Model-4174,450.0,4 Star,Side by Side,Yes,Silver,Steel,2 Years,Germany,321.0,33.0,Yes,Beta,CatB
,,,,,,,,,,,,,,
Siemens,Model-4176,300.0,4 Star,Bottom Freezer,No,Black,Aluminium,3 Years,Korea,1793.0,5.0,No,Alpha,CatC
Siemens,Model-4177,350.0,4 Star,Side by Side,Yes,White,Steel,2 Years,China,1066.0,27.0,Yes,Delta,CatA
Siemens,Model-4178,450.0,5 Star,Side by Side,Yes,Blue,Aluminium,2 Years,Germany,1127.0,2.0,No,Beta,CatC
Samsung,Model-4179,300.0,3 Star,Side by Side,No,Silver,Plastic,3 Years,USA,927.0,76.0,No,Alpha,CatB
Bosch,Model-4180,400.0,5 Star,French Door,No,Black,Plastic,1 Year,Germany,1702.0,69.0,No,Gamma,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-4183,500.0,5 Star,Top Freezer,No,Silver,Steel,1 Year,USA,816.0,25.0,No,Gamma,CatA
Samsung,Model-4184,450.0,3 Star,Side by Side,Yes,Red,Steel,2 Years,USA,1457.0,46.0,No,Alpha,CatC
,,,,,,,,,,,,,,
Bosch,Model-4186,250.0,4 Star,French Door,Yes,White,Steel,1 Year,Korea,1667.0,33.0,Yes,Delta,CatC
Siemens,Model-4187,350.0,5 Star,Side by Side,No,Black,Aluminium,2 Years,Korea,1161.0,75.0,No,Gamma,CatB
Samsung,Model-4188,450.0,5 Star,Bottom Freezer,Yes,Silver,Steel,1 Year,China,452.0,39.0,Yes,Delta,CatC
Samsung,Model-4189,250.0,4 Star,Bottom Freezer,No,White,Aluminium,2 Years,Korea,516.0,37.0,Yes,Gamma,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-4192,300.0,3 Star,Bottom Freezer,No,Black,Plastic,2 Years,Korea,1234.0,41.0,No,Delta,CatB
,,,,,,,,,,,,,,
Bosch,Model-4194,350.0,5 Star,French Door,No,White,Aluminium,3 Years,Germany,1366.0,5.0,Yes,Delta,CatA
Samsung,Model-4195,350.0,5 Star,French Door,Yes,Silver,Plastic,2 Years,Germany,1872.0,81.0,No,Gamma,CatB
Whirlpool,Model-4196,250.0,3 Star,Top Freezer,Yes,Blue,Aluminium,1 Year,Korea,1842.0,43.0,Yes,Beta,CatC
,,,,,,,,,,,,,,
LG,Model-4198,350.0,3 Star,Side by Side,No,Blue,Aluminium,2 Years,USA,1502.0,20.0,No,Gamma,CatC
Bosch,Model-4199,450.0,5 Star,Side by Side,No,Black,Plastic,3 Years,Germany,1165.0,73.0,Yes,Gamma,CatB
Whirlpool,Model-4200,250.0,3 Star,Side by Side,No,Blue,Plastic,2 Years,USA,1584.0,63.0,Yes,Delta,CatB
LG,Model-4201,250.0,4 Star,Bottom Freezer,Yes,White,Plastic,1 Year,Germany,327.0,10.0,No,Gamma,CatC
Siemens,Model-4202,300.0,5 Star,Bottom Freezer,No,White,Steel,3 Years,China,1224.0,87.0,Yes,Alpha,CatC
Bosch,Model-4203,300.0,5 Star,French Door,Yes,Silver,Plastic,1 Year,Korea,337.0,87.0,No,Gamma,CatC
Whirlpool,Model-4204,500.0,5 Star,Side by Side,No,Blue,Plastic,2 Years,USA,1490.0,28.0,Yes,Alpha,CatC
Samsung,Model-4205,400.0,3 Star,Side by Side,No,Silver,Steel,3 Years,Germany,1471.0,15.0,No,Beta,CatC
Siemens,Model-4206,350.0,4 Star,Bottom Freezer,Yes,White,Steel,3 Years,Korea,1789.0,76.0,No,Beta,CatB
Bosch,Model-4207,450.0,3 Star,Side by Side,No,Red,Aluminium,1 Year,Korea,1896.0,2.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Siemens,Model-4209,450.0,4 Star,Top Freezer,Yes,Black,Plastic,1 Year,China,1056.0,8.0,No,Beta,CatB
,,,,,,,,,,,,,,
Samsung,Model-4211,500.0,5 Star,Side by Side,No,Red,Aluminium,3 Years,Korea,1255.0,5.0,No,Alpha,CatA
LG,Model-4212,400.0,4 Star,Side by Side,Yes,Blue,Plastic,1 Year,USA,1578.0,97.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
Bosch,Model-4214,450.0,5 Star,Top Freezer,No,White,Plastic,1 Year,China,375.0,68.0,No,Gamma,CatC
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-4217,350.0,3 Star,Side by Side,Yes,Blue,Steel,2 Years,China,821.0,23.0,No,Alpha,CatC
LG,Model-4218,400.0,4 Star,French Door,Yes,Red,Aluminium,1 Year,Korea,1382.0,66.0,No,Alpha,CatB
Whirlpool,Model-4219,500.0,5 Star,Top Freezer,Yes,Blue,Aluminium,1 Year,Germany,1981.0,6.0,No,Alpha,CatA
LG,Model-4220,400.0,3 Star,Top Freezer,Yes,Red,Aluminium,2 Years,Germany,517.0,24.0,No,Beta,CatB
LG,Model-4221,350.0,3 Star,Bottom Freezer,No,Silver,Aluminium,2 Years,Germany,725.0,12.0,Yes,Delta,CatB
Samsung,Model-4222,300.0,5 Star,French Door,No,White,Steel,2 Years,China,1436.0,87.0,Yes,Beta,CatA
LG,Model-4223,300.0,3 Star,Bottom Freezer,No,Black,Steel,1 Year,Korea,837.0,7.0,No,Gamma,CatB
Samsung,Model-4224,450.0,5 Star,French Door,No,Red,Plastic,2 Years,Korea,1434.0,38.0,Yes,Delta,CatB
,,,,,,,,,,,,,,
Samsung,Model-4226,500.0,3 Star,French Door,Yes,Black,Plastic,1 Year,China,1895.0,96.0,No,Beta,CatA
,,,,,,,,,,,,,,
Bosch,Model-4228,400.0,5 Star,Bottom Freezer,No,Red,Steel,2 Years,Korea,1656.0,62.0,Yes,Gamma,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Samsung,Model-4231,300.0,5 Star,Bottom Freezer,Yes,White,Steel,3 Years,Korea,308.0,50.0,No,Alpha,CatA
LG,Model-4232,400.0,5 Star,French Door,Yes,Red,Steel,1 Year,Korea,1699.0,73.0,No,Delta,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-4234,300.0,3 Star,Bottom Freezer,No,Silver,Plastic,2 Years,USA,1017.0,79.0,Yes,Beta,CatA
,,,,,,,,,,,,,,
Samsung,Model-4236,250.0,3 Star,Top Freezer,No,Red,Plastic,2 Years,USA,889.0,88.0,No,Delta,CatA
,,,,,,,,,,,,,,
Whirlpool,Model-4238,400.0,4 Star,French Door,Yes,White,Steel,2 Years,Korea,1299.0,30.0,No,Gamma,CatC
Bosch,Model-4239,400.0,3 Star,Top Freezer,Yes,White,Plastic,3 Years,USA,313.0,1.0,No,Beta,CatB
LG,Model-4240,350.0,5 Star,Top Freezer,No,Blue,Steel,3 Years,Korea,526.0,70.0,Yes,Alpha,CatB
Whirlpool,Model-4241,350.0,4 Star,Side by Side,No,Red,Aluminium,3 Years,Germany,1181.0,77.0,No,Delta,CatC
Samsung,Model-4242,450.0,5 Star,Bottom Freezer,Yes,Silver,Aluminium,2 Years,China,1054.0,81.0,Yes,Gamma,CatA
Whirlpool,Model-4243,300.0,4 Star,Top Freezer,No,Silver,Aluminium,3 Years,China,929.0,71.0,Yes,Alpha,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Siemens,Model-4246,250.0,5 Star,French Door,Yes,Red,Steel,3 Years,China,1182.0,5.0,Yes,Gamma,CatC
Siemens,Model-4247,250.0,3 Star,Top Freezer,No,Blue,Aluminium,3 Years,Korea,874.0,76.0,No,Beta,CatC
,,,,,,,,,,,,,,
Bosch,Model-4249,250.0,5 Star,Top Freezer,Yes,Red,Plastic,2 Years,Korea,1271.0,30.0,No,Delta,CatA
Bosch,Model-4250,500.0,3 Star,French Door,No,Blue,Aluminium,1 Year,China,1946.0,33.0,No,Beta,CatB
Samsung,Model-4251,450.0,5 Star,Top Freezer,No,Black,Steel,1 Year,USA,630.0,40.0,No,Alpha,CatB
Samsung,Model-4252,500.0,3 Star,Top Freezer,No,Black,Aluminium,1 Year,China,1283.0,74.0,No,Alpha,CatB
LG,Model-4253,350.0,5 Star,French Door,Yes,Silver,Plastic,2 Years,Korea,1752.0,29.0,Yes,Beta,CatA
Siemens,Model-4254,400.0,5 Star,Side by Side,Yes,Blue,Aluminium,3 Years,Germany,591.0,79.0,No,Alpha,CatA
LG,Model-4255,300.0,4 Star,Bottom Freezer,Yes,White,Steel,2 Years,China,716.0,93.0,No,Gamma,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Bosch,Model-4259,350.0,5 Star,Side by Side,Yes,Black,Aluminium,3 Years,Korea,1578.0,88.0,No,Beta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-4261,250.0,3 Star,Bottom Freezer,No,Red,Steel,1 Year,China,1244.0,6.0,Yes,Gamma,CatB
Siemens,Model-4262,400.0,4 Star,French Door,No,Silver,Aluminium,1 Year,Korea,1367.0,75.0,Yes,Delta,CatB
Bosch,Model-4263,300.0,3 Star,Top Freezer,Yes,Silver,Steel,2 Years,Germany,502.0,59.0,Yes,Delta,CatC
Samsung,Model-4264,450.0,4 Star,Top Freezer,No,White,Plastic,2 Years,Germany,1790.0,57.0,No,Delta,CatA
Whirlpool,Model-4265,450.0,5 Star,French Door,No,Blue,Aluminium,3 Years,Korea,1517.0,55.0,No,Alpha,CatB
Bosch,Model-4266,500.0,3 Star,Bottom Freezer,No,Blue,Plastic,2 Years,USA,1655.0,98.0,No,Gamma,CatB
Whirlpool,Model-4267,350.0,5 Star,Bottom Freezer,No,Black,Plastic,3 Years,China,1459.0,47.0,Yes,Beta,CatC
Whirlpool,Model-4268,350.0,4 Star,Side by Side,No,Silver,Plastic,1 Year,China,1489.0,92.0,Yes,Gamma,CatB
Whirlpool,Model-4269,400.0,4 Star,Top Freezer,Yes,Red,Plastic,1 Year,China,1082.0,66.0,Yes,Delta,CatA
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Whirlpool,Model-4272,450.0,5 Star,French Door,Yes,Red,Steel,2 Years,Korea,1243.0,42.0,No,Gamma,CatA
Samsung,Model-4273,350.0,3 Star,Side by Side,No,Black,Aluminium,2 Years,USA,1379.0,52.0,Yes,Beta,CatC
Whirlpool,Model-4274,400.0,5 Star,Side by Side,Yes,Red,Aluminium,3 Years,USA,1968.0,31.0,Yes,Beta,CatA
Whirlpool,Model-4275,350.0,4 Star,Top Freezer,No,Blue,Steel,2 Years,Germany,683.0,94.0,No,Delta,CatA
,,,,,,,,,,,,,,
Siemens,Model-4277,450.0,5 Star,Bottom Freezer,Yes,Silver,Steel,3 Years,Germany,842.0,8.0,No,Gamma,CatA
Whirlpool,Model-4278,250.0,5 Star,Bottom Freezer,No,Blue,Steel,3 Years,Germany,675.0,90.0,Yes,Alpha,CatC
Whirlpool,Model-4279,350.0,5 Star,Side by Side,No,Black,Steel,3 Years,USA,1577.0,39.0,No,Gamma,CatB
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
LG,Model-4282,250.0,5 Star,Side by Side,No,Black,Aluminium,2 Years,USA,784.0,23.0,Yes,Delta,CatC
Samsung,Model-4283,350.0,3 Star,Top Freezer,No,Red,Aluminium,2 Years,USA,1271.0,84.0,Yes,Gamma,CatA
,,,,,,,,,,,,,,
Samsung,Model-4285,250.0,5 Star,French Door,Yes,Blue,Aluminium,3 Years,Korea,583.0,22.0,No,Gamma,CatB
Samsung,Model-4286,300.0,5 Star,Side by Side,Yes,Blue,Aluminium,1 Year,China,556.0,28.0,Yes,Beta,CatC
Bosch,Model-4287,350.0,4 Star,French Door,No,Red,Aluminium,2 Years,USA,848.0,25.0,No,Beta,CatA
,,,,,,,,,,,,,,
Samsung,Model-4289,350.0,4 Star,Side by Side,No,Black,Aluminium,1 Year,Germany,736.0,30.0,Yes,Gamma,CatB
Samsung,Model-4290,350.0,5 Star,Top Freezer,No,Red,Steel,1 Year,China,343.0,30.0,No,Delta,CatA
LG,Model-4291,450.0,5 Star,Bottom Freezer,Yes,Red,Plastic,2 Years,China,1712.0,68.0,No,Alpha,CatA
LG,Model-4292,250.0,3 Star,Side by Side,No,Blue,Steel,2 Years,Germany,313.0,75.0,No,Alpha,CatA
Bosch,Model-4293,350.0,3 Star,Bottom Freezer,Yes,Black,Aluminium,1 Year,USA,508.0,13.0,Yes,Gamma,CatB
Bosch,Model-4294,300.0,5 Star,Bottom Freezer,No,Blue,Steel,1 Year,Korea,799.0,25.0,No,Beta,CatA
Samsung,Model-4295,350.0,4 Star,Side by Side,No,Blue,Plastic,2 Years,Korea,1983.0,32.0,No,Beta,CatA
Bosch,Model-4296,500.0,4 Star,French Door,No,Black,Aluminium,1 Year,Germany,1045.0,28.0,No,Gamma,CatC
Bosch,Model-4297,350.0,5 Star,Bottom Freezer,No,Silver,Plastic,1 Year,Korea,320.0,62.0,No,Alpha,CatC
Whirlpool,Model-4298,500.0,3 Star,Side by Side,Yes,Blue,Aluminium,2 Years,USA,1804.0,41.0,Yes,Delta,CatA
Whirlpool,Model-4299,500.0,5 Star,French Door,No,Blue,Steel,3 Years,USA,823.0,52.0,No,Delta,CatC
Whirlpool,Model-4300,400.0,5 Star,French Door,Yes,Red,Aluminium,1 Year,China,1356.0,83.0,No,Delta,CatC
Siemens,Model-4301,250.0,4 Star,Side by Side,Yes,Black,Steel,1 Year,USA,558.0,98.0,No,Alpha,CatA
Siemens,Model-4302,450.0,4 Star,Top Freezer,Yes,Silver,Plastic,3 Years,China,801.0,87.0,No,Delta,CatC
,,,,,,,,,,,,,,
Whirlpool,Model-4304,400.0,5 Star,Bottom Freezer,Yes,Silver,Steel,2 Years,USA,1240.0,2.0,No,Gamma,CatC
Samsung,Model-4305,500.0,3 Star,Side by Side,Yes,Silver,Plastic,2 Years,China,472.0,43.0,No,Alpha,CatC
LG,Model-4306,350.0,4 Star,Side by Side,No,White,Steel,3 Years,China,728.0,64.0,Yes,Gamma,CatB
Samsung,Model-4307,400.0,4 Star,Top Freezer,Yes,Black,Steel,3 Years,Korea,1348.0,97.0,No,Gamma,CatC
LG,Model-4308,400.0,4 Star,Top Freezer,Yes,Black,Steel,2 Years,USA,1842.0,37.0,No,Gamma,CatB
Siemens,Model-4309,350.0,3 Star,Bottom Freezer,Yes,Blue,Aluminium,2 Years,USA,1435.0,17.0,Yes,Delta,CatB
Siemens,Model-4310,350.0,3 Star,Side by Side,No,White,Steel,3 Years,China,1875.0,98.0,No,Beta,CatA
Samsung,Model-4311,500.0,4 Star,French Door,No,Blue,Aluminium,1 Year,China,307.0,38.0,No,Beta,CatB
,,,,,,,,,,,,,,
Whirlpool,Model-4313,250.0,3 Star,Side by Side,No,White,Plastic,3 Years,Korea,1477.0,44.0,No,Gamma,CatB
